electrode,shank,shank_column,shank_row,x_um,y_um
3087,2,1,263,540,3945
3088,2,0,264,508,3960
3089,2,1,264,540,3960
3090,2,0,265,508,3975
3091,2,1,265,540,3975
3092,2,0,266,508,3990
3093,2,1,266,540,3990
3094,2,0,267,508,4005
3095,2,1,267,540,4005
3096,2,0,268,508,4020
3097,2,1,268,540,4020
3098,2,0,269,508,4035
3099,2,1,269,540,4035
3100,2,0,270,508,4050
3101,2,1,270,540,4050
3102,2,0,271,508,4065
3103,2,1,271,540,4065
3104,2,0,272,508,4080
3105,2,1,272,540,4080
3106,2,0,273,508,4095
3107,2,1,273,540,4095
3108,2,0,274,508,4110
3109,2,1,274,540,4110
3110,2,0,275,508,4125
3111,2,1,275,540,4125
3112,2,0,276,508,4140
3113,2,1,276,540,4140
3114,2,0,277,508,4155
3115,2,1,277,540,4155
3116,2,0,278,508,4170
3117,2,1,278,540,4170
3118,2,0,279,508,4185
3119,2,1,279,540,4185
3120,2,0,280,508,4200
3121,2,1,280,540,4200
3122,2,0,281,508,4215
3123,2,1,281,540,4215
3124,2,0,282,508,4230
3125,2,1,282,540,4230
3126,2,0,283,508,4245
3127,2,1,283,540,4245
3128,2,0,284,508,4260
3129,2,1,284,540,4260
3130,2,0,285,508,4275
3131,2,1,285,540,4275
3132,2,0,286,508,4290
3133,2,1,286,540,4290
3134,2,0,287,508,4305
3135,2,1,287,540,4305
3136,2,0,288,508,4320
3137,2,1,288,540,4320
3138,2,0,289,508,4335
3139,2,1,289,540,4335
3140,2,0,290,508,4350
3141,2,1,290,540,4350
3142,2,0,291,508,4365
3143,2,1,291,540,4365
3144,2,0,292,508,4380
3145,2,1,292,540,4380
3146,2,0,293,508,4395
3147,2,1,293,540,4395
3148,2,0,294,508,4410
3149,2,1,294,540,4410
3150,2,0,295,508,4425
3151,2,1,295,540,4425
3152,2,0,296,508,4440
3153,2,1,296,540,4440
3154,2,0,297,508,4455
3155,2,1,297,540,4455
3156,2,0,298,508,4470
3157,2,1,298,540,4470
3158,2,0,299,508,4485
3159,2,1,299,540,4485
3160,2,0,300,508,4500
3161,2,1,300,540,4500
3162,2,0,301,508,4515
3163,2,1,301,540,4515
3164,2,0,302,508,4530
3165,2,1,302,540,4530
3166,2,0,303,508,4545
3167,2,1,303,540,4545
3168,2,0,304,508,4560
3169,2,1,304,540,4560
3170,2,0,305,508,4575
3171,2,1,305,540,4575
3172,2,0,306,508,4590
3173,2,1,306,540,4590
3174,2,0,307,508,4605
3175,2,1,307,540,4605
3176,2,0,308,508,4620
3177,2,1,308,540,4620
3178,2,0,309,508,4635
3179,2,1,309,540,4635
3180,2,0,310,508,4650
3181,2,1,310,540,4650
3182,2,0,311,508,4665
3183,2,1,311,540,4665
3184,2,0,312,508,4680
3185,2,1,312,540,4680
3186,2,0,313,508,4695
3187,2,1,313,540,4695
3188,2,0,314,508,4710
3189,2,1,314,540,4710
3190,2,0,315,508,4725
3191,2,1,315,540,4725
3192,2,0,316,508,4740
3193,2,1,316,540,4740
3194,2,0,317,508,4755
3195,2,1,317,540,4755
3196,2,0,318,508,4770
3197,2,1,318,540,4770
3198,2,0,319,508,4785
3199,2,1,319,540,4785
3200,2,0,320,508,4800
3201,2,1,320,540,4800
3202,2,0,321,508,4815
3203,2,1,321,540,4815
3204,2,0,322,508,4830
3205,2,1,322,540,4830
3206,2,0,323,508,4845
3207,2,1,323,540,4845
3208,2,0,324,508,4860
3209,2,1,324,540,4860
3210,2,0,325,508,4875
3211,2,1,325,540,4875
3212,2,0,326,508,4890
3213,2,1,326,540,4890
3214,2,0,327,508,4905
3215,2,1,327,540,4905
3216,2,0,328,508,4920
3217,2,1,328,540,4920
3218,2,0,329,508,4935
3219,2,1,329,540,4935
3220,2,0,330,508,4950
3221,2,1,330,540,4950
3222,2,0,331,508,4965
3223,2,1,331,540,4965
3224,2,0,332,508,4980
3225,2,1,332,540,4980
3226,2,0,333,508,4995
3227,2,1,333,540,4995
3228,2,0,334,508,5010
3229,2,1,334,540,5010
3230,2,0,335,508,5025
3231,2,1,335,540,5025
3232,2,0,336,508,5040
3233,2,1,336,540,5040
3234,2,0,337,508,5055
3235,2,1,337,540,5055
3236,2,0,338,508,5070
3237,2,1,338,540,5070
3238,2,0,339,508,5085
3239,2,1,339,540,5085
3240,2,0,340,508,5100
3241,2,1,340,540,5100
3242,2,0,341,508,5115
3243,2,1,341,540,5115
3244,2,0,342,508,5130
3245,2,1,342,540,5130
3246,2,0,343,508,5145
3247,2,1,343,540,5145
3248,2,0,344,508,5160
3249,2,1,344,540,5160
3250,2,0,345,508,5175
3251,2,1,345,540,5175
3252,2,0,346,508,5190
3253,2,1,346,540,5190
3254,2,0,347,508,5205
3255,2,1,347,540,5205
3256,2,0,348,508,5220
3257,2,1,348,540,5220
3258,2,0,349,508,5235
3259,2,1,349,540,5235
3260,2,0,350,508,5250
3261,2,1,350,540,5250
3262,2,0,351,508,5265
3263,2,1,351,540,5265
3264,2,0,352,508,5280
3265,2,1,352,540,5280
3266,2,0,353,508,5295
3267,2,1,353,540,5295
3268,2,0,354,508,5310
3269,2,1,354,540,5310
3270,2,0,355,508,5325
3271,2,1,355,540,5325
3272,2,0,356,508,5340
3273,2,1,356,540,5340
3274,2,0,357,508,5355
3275,2,1,357,540,5355
3276,2,0,358,508,5370
3277,2,1,358,540,5370
3278,2,0,359,508,5385
3279,2,1,359,540,5385
3280,2,0,360,508,5400
3281,2,1,360,540,5400
3282,2,0,361,508,5415
3283,2,1,361,540,5415
3284,2,0,362,508,5430
3285,2,1,362,540,5430
3286,2,0,363,508,5445
3287,2,1,363,540,5445
3288,2,0,364,508,5460
3289,2,1,364,540,5460
3290,2,0,365,508,5475
3291,2,1,365,540,5475
3292,2,0,366,508,5490
3293,2,1,366,540,5490
3294,2,0,367,508,5505
3295,2,1,367,540,5505
3296,2,0,368,508,5520
3297,2,1,368,540,5520
3298,2,0,369,508,5535
3299,2,1,369,540,5535
3300,2,0,370,508,5550
3301,2,1,370,540,5550
3302,2,0,371,508,5565
3303,2,1,371,540,5565
3304,2,0,372,508,5580
3305,2,1,372,540,5580
3306,2,0,373,508,5595
3307,2,1,373,540,5595
3308,2,0,374,508,5610
3309,2,1,374,540,5610
3310,2,0,375,508,5625
3311,2,1,375,540,5625
3312,2,0,376,508,5640
3313,2,1,376,540,5640
3314,2,0,377,508,5655
3315,2,1,377,540,5655
3316,2,0,378,508,5670
3317,2,1,378,540,5670
3318,2,0,379,508,5685
3319,2,1,379,540,5685
3320,2,0,380,508,5700
3321,2,1,380,540,5700
3322,2,0,381,508,5715
3323,2,1,381,540,5715
3324,2,0,382,508,5730
3325,2,1,382,540,5730
3326,2,0,383,508,5745
3327,2,1,383,540,5745
3328,2,0,384,508,5760
3329,2,1,384,540,5760
3330,2,0,385,508,5775
3331,2,1,385,540,5775
3332,2,0,386,508,5790
3333,2,1,386,540,5790
3334,2,0,387,508,5805
3335,2,1,387,540,5805
3336,2,0,388,508,5820
3337,2,1,388,540,5820
3338,2,0,389,508,5835
3339,2,1,389,540,5835
3340,2,0,390,508,5850
3341,2,1,390,540,5850
3342,2,0,391,508,5865
3343,2,1,391,540,5865
3344,2,0,392,508,5880
3345,2,1,392,540,5880
3346,2,0,393,508,5895
3347,2,1,393,540,5895
3348,2,0,394,508,5910
3349,2,1,394,540,5910
3350,2,0,395,508,5925
3351,2,1,395,540,5925
3352,2,0,396,508,5940
3353,2,1,396,540,5940
3354,2,0,397,508,5955
3355,2,1,397,540,5955
3356,2,0,398,508,5970
3357,2,1,398,540,5970
3358,2,0,399,508,5985
3359,2,1,399,540,5985
3360,2,0,400,508,6000
3361,2,1,400,540,6000
3362,2,0,401,508,6015
3363,2,1,401,540,6015
3364,2,0,402,508,6030
3365,2,1,402,540,6030
3366,2,0,403,508,6045
3367,2,1,403,540,6045
3368,2,0,404,508,6060
3369,2,1,404,540,6060
3370,2,0,405,508,6075
3371,2,1,405,540,6075
3372,2,0,406,508,6090
3373,2,1,406,540,6090
3374,2,0,407,508,6105
3375,2,1,407,540,6105
3376,2,0,408,508,6120
3377,2,1,408,540,6120
3378,2,0,409,508,6135
3379,2,1,409,540,6135
3380,2,0,410,508,6150
3381,2,1,410,540,6150
3382,2,0,411,508,6165
3383,2,1,411,540,6165
3384,2,0,412,508,6180
3385,2,1,412,540,6180
3386,2,0,413,508,6195
3387,2,1,413,540,6195
3388,2,0,414,508,6210
3389,2,1,414,540,6210
3390,2,0,415,508,6225
3391,2,1,415,540,6225
3392,2,0,416,508,6240
3393,2,1,416,540,6240
3394,2,0,417,508,6255
3395,2,1,417,540,6255
3396,2,0,418,508,6270
3397,2,1,418,540,6270
3398,2,0,419,508,6285
3399,2,1,419,540,6285
3400,2,0,420,508,6300
3401,2,1,420,540,6300
3402,2,0,421,508,6315
3403,2,1,421,540,6315
3404,2,0,422,508,6330
3405,2,1,422,540,6330
3406,2,0,423,508,6345
3407,2,1,423,540,6345
3408,2,0,424,508,6360
3409,2,1,424,540,6360
3410,2,0,425,508,6375
3411,2,1,425,540,6375
3412,2,0,426,508,6390
3413,2,1,426,540,6390
3414,2,0,427,508,6405
3415,2,1,427,540,6405
3416,2,0,428,508,6420
3417,2,1,428,540,6420
3418,2,0,429,508,6435
3419,2,1,429,540,6435
3420,2,0,430,508,6450
3421,2,1,430,540,6450
3422,2,0,431,508,6465
3423,2,1,431,540,6465
3424,2,0,432,508,6480
3425,2,1,432,540,6480
3426,2,0,433,508,6495
3427,2,1,433,540,6495
3428,2,0,434,508,6510
3429,2,1,434,540,6510
3430,2,0,435,508,6525
3431,2,1,435,540,6525
3432,2,0,436,508,6540
3433,2,1,436,540,6540
3434,2,0,437,508,6555
3435,2,1,437,540,6555
3436,2,0,438,508,6570
3437,2,1,438,540,6570
3438,2,0,439,508,6585
3439,2,1,439,540,6585
3440,2,0,440,508,6600
3441,2,1,440,540,6600
3442,2,0,441,508,6615
3443,2,1,441,540,6615
3444,2,0,442,508,6630
3445,2,1,442,540,6630
3446,2,0,443,508,6645
3447,2,1,443,540,6645
3448,2,0,444,508,6660
3449,2,1,444,540,6660
3450,2,0,445,508,6675
3451,2,1,445,540,6675
3452,2,0,446,508,6690
3453,2,1,446,540,6690
3454,2,0,447,508,6705
3455,2,1,447,540,6705
3456,2,0,448,508,6720
3457,2,1,448,540,6720
3458,2,0,449,508,6735
3459,2,1,449,540,6735
3460,2,0,450,508,6750
3461,2,1,450,540,6750
3462,2,0,451,508,6765
3463,2,1,451,540,6765
3464,2,0,452,508,6780
3465,2,1,452,540,6780
3466,2,0,453,508,6795
3467,2,1,453,540,6795
3468,2,0,454,508,6810
3469,2,1,454,540,6810
3470,2,0,455,508,6825
3471,2,1,455,540,6825
3472,2,0,456,508,6840
3473,2,1,456,540,6840
3474,2,0,457,508,6855
3475,2,1,457,540,6855
3476,2,0,458,508,6870
3477,2,1,458,540,6870
3478,2,0,459,508,6885
3479,2,1,459,540,6885
3480,2,0,460,508,6900
3481,2,1,460,540,6900
3482,2,0,461,508,6915
3483,2,1,461,540,6915
3484,2,0,462,508,6930
3485,2,1,462,540,6930
3486,2,0,463,508,6945
3487,2,1,463,540,6945
3488,2,0,464,508,6960
3489,2,1,464,540,6960
3490,2,0,465,508,6975
3491,2,1,465,540,6975
3492,2,0,466,508,6990
3493,2,1,466,540,6990
3494,2,0,467,508,7005
3495,2,1,467,540,7005
3496,2,0,468,508,7020
3497,2,1,468,540,7020
3498,2,0,469,508,7035
3499,2,1,469,540,7035
3500,2,0,470,508,7050
3501,2,1,470,540,7050
3502,2,0,471,508,7065
3503,2,1,471,540,7065
3504,2,0,472,508,7080
3505,2,1,472,540,7080
3506,2,0,473,508,7095
3507,2,1,473,540,7095
3508,2,0,474,508,7110
3509,2,1,474,540,7110
3510,2,0,475,508,7125
3511,2,1,475,540,7125
3512,2,0,476,508,7140
3513,2,1,476,540,7140
3514,2,0,477,508,7155
3515,2,1,477,540,7155
3516,2,0,478,508,7170
3517,2,1,478,540,7170
3518,2,0,479,508,7185
3519,2,1,479,540,7185
3520,2,0,480,508,7200
3521,2,1,480,540,7200
3522,2,0,481,508,7215
3523,2,1,481,540,7215
3524,2,0,482,508,7230
3525,2,1,482,540,7230
3526,2,0,483,508,7245
3527,2,1,483,540,7245
3528,2,0,484,508,7260
3529,2,1,484,540,7260
3530,2,0,485,508,7275
3531,2,1,485,540,7275
3532,2,0,486,508,7290
3533,2,1,486,540,7290
3534,2,0,487,508,7305
3535,2,1,487,540,7305
3536,2,0,488,508,7320
3537,2,1,488,540,7320
3538,2,0,489,508,7335
3539,2,1,489,540,7335
3540,2,0,490,508,7350
3541,2,1,490,540,7350
3542,2,0,491,508,7365
3543,2,1,491,540,7365
3544,2,0,492,508,7380
3545,2,1,492,540,7380
3546,2,0,493,508,7395
3547,2,1,493,540,7395
3548,2,0,494,508,7410
3549,2,1,494,540,7410
3550,2,0,495,508,7425
3551,2,1,495,540,7425
3552,2,0,496,508,7440
3553,2,1,496,540,7440
3554,2,0,497,508,7455
3555,2,1,497,540,7455
3556,2,0,498,508,7470
3557,2,1,498,540,7470
3558,2,0,499,508,7485
3559,2,1,499,540,7485
3560,2,0,500,508,7500
3561,2,1,500,540,7500
3562,2,0,501,508,7515
3563,2,1,501,540,7515
3564,2,0,502,508,7530
3565,2,1,502,540,7530
3566,2,0,503,508,7545
3567,2,1,503,540,7545
3568,2,0,504,508,7560
3569,2,1,504,540,7560
3570,2,0,505,508,7575
3571,2,1,505,540,7575
3572,2,0,506,508,7590
3573,2,1,506,540,7590
3574,2,0,507,508,7605
3575,2,1,507,540,7605
3576,2,0,508,508,7620
3577,2,1,508,540,7620
3578,2,0,509,508,7635
3579,2,1,509,540,7635
3580,2,0,510,508,7650
3581,2,1,510,540,7650
3582,2,0,511,508,7665
3583,2,1,511,540,7665
3584,2,0,512,508,7680
3585,2,1,512,540,7680
3586,2,0,513,508,7695
3587,2,1,513,540,7695
3588,2,0,514,508,7710
3589,2,1,514,540,7710
3590,2,0,515,508,7725
3591,2,1,515,540,7725
3592,2,0,516,508,7740
3593,2,1,516,540,7740
3594,2,0,517,508,7755
3595,2,1,517,540,7755
3596,2,0,518,508,7770
3597,2,1,518,540,7770
3598,2,0,519,508,7785
3599,2,1,519,540,7785
3600,2,0,520,508,7800
3601,2,1,520,540,7800
3602,2,0,521,508,7815
3603,2,1,521,540,7815
3604,2,0,522,508,7830
3605,2,1,522,540,7830
3606,2,0,523,508,7845
3607,2,1,523,540,7845
3608,2,0,524,508,7860
3609,2,1,524,540,7860
3610,2,0,525,508,7875
3611,2,1,525,540,7875
3612,2,0,526,508,7890
3613,2,1,526,540,7890
3614,2,0,527,508,7905
3615,2,1,527,540,7905
3616,2,0,528,508,7920
3617,2,1,528,540,7920
3618,2,0,529,508,7935
3619,2,1,529,540,7935
3620,2,0,530,508,7950
3621,2,1,530,540,7950
3622,2,0,531,508,7965
3623,2,1,531,540,7965
3624,2,0,532,508,7980
3625,2,1,532,540,7980
3626,2,0,533,508,7995
3627,2,1,533,540,7995
3628,2,0,534,508,8010
3629,2,1,534,540,8010
3630,2,0,535,508,8025
3631,2,1,535,540,8025
3632,2,0,536,508,8040
3633,2,1,536,540,8040
3634,2,0,537,508,8055
3635,2,1,537,540,8055
3636,2,0,538,508,8070
3637,2,1,538,540,8070
3638,2,0,539,508,8085
3639,2,1,539,540,8085
3640,2,0,540,508,8100
3641,2,1,540,540,8100
3642,2,0,541,508,8115
3643,2,1,541,540,8115
3644,2,0,542,508,8130
3645,2,1,542,540,8130
3646,2,0,543,508,8145
3647,2,1,543,540,8145
3648,2,0,544,508,8160
3649,2,1,544,540,8160
3650,2,0,545,508,8175
3651,2,1,545,540,8175
3652,2,0,546,508,8190
3653,2,1,546,540,8190
3654,2,0,547,508,8205
3655,2,1,547,540,8205
3656,2,0,548,508,8220
3657,2,1,548,540,8220
3658,2,0,549,508,8235
3659,2,1,549,540,8235
3660,2,0,550,508,8250
3661,2,1,550,540,8250
3662,2,0,551,508,8265
3663,2,1,551,540,8265
3664,2,0,552,508,8280
3665,2,1,552,540,8280
3666,2,0,553,508,8295
3667,2,1,553,540,8295
3668,2,0,554,508,8310
3669,2,1,554,540,8310
3670,2,0,555,508,8325
3671,2,1,555,540,8325
3672,2,0,556,508,8340
3673,2,1,556,540,8340
3674,2,0,557,508,8355
3675,2,1,557,540,8355
3676,2,0,558,508,8370
3677,2,1,558,540,8370
3678,2,0,559,508,8385
3679,2,1,559,540,8385
3680,2,0,560,508,8400
3681,2,1,560,540,8400
3682,2,0,561,508,8415
3683,2,1,561,540,8415
3684,2,0,562,508,8430
3685,2,1,562,540,8430
3686,2,0,563,508,8445
3687,2,1,563,540,8445
3688,2,0,564,508,8460
3689,2,1,564,540,8460
3690,2,0,565,508,8475
3691,2,1,565,540,8475
3692,2,0,566,508,8490
3693,2,1,566,540,8490
3694,2,0,567,508,8505
3695,2,1,567,540,8505
3696,2,0,568,508,8520
3697,2,1,568,540,8520
3698,2,0,569,508,8535
3699,2,1,569,540,8535
3700,2,0,570,508,8550
3701,2,1,570,540,8550
3702,2,0,571,508,8565
3703,2,1,571,540,8565
3704,2,0,572,508,8580
3705,2,1,572,540,8580
3706,2,0,573,508,8595
3707,2,1,573,540,8595
3708,2,0,574,508,8610
3709,2,1,574,540,8610
3710,2,0,575,508,8625
3711,2,1,575,540,8625
3712,2,0,576,508,8640
3713,2,1,576,540,8640
3714,2,0,577,508,8655
3715,2,1,577,540,8655
3716,2,0,578,508,8670
3717,2,1,578,540,8670
3718,2,0,579,508,8685
3719,2,1,579,540,8685
3720,2,0,580,508,8700
3721,2,1,580,540,8700
3722,2,0,581,508,8715
3723,2,1,581,540,8715
3724,2,0,582,508,8730
3725,2,1,582,540,8730
3726,2,0,583,508,8745
3727,2,1,583,540,8745
3728,2,0,584,508,8760
3729,2,1,584,540,8760
3730,2,0,585,508,8775
3731,2,1,585,540,8775
3732,2,0,586,508,8790
3733,2,1,586,540,8790
3734,2,0,587,508,8805
3735,2,1,587,540,8805
3736,2,0,588,508,8820
3737,2,1,588,540,8820
3738,2,0,589,508,8835
3739,2,1,589,540,8835
3740,2,0,590,508,8850
3741,2,1,590,540,8850
3742,2,0,591,508,8865
3743,2,1,591,540,8865
3744,2,0,592,508,8880
3745,2,1,592,540,8880
3746,2,0,593,508,8895
3747,2,1,593,540,8895
3748,2,0,594,508,8910
3749,2,1,594,540,8910
3750,2,0,595,508,8925
3751,2,1,595,540,8925
3752,2,0,596,508,8940
3753,2,1,596,540,8940
3754,2,0,597,508,8955
3755,2,1,597,540,8955
3756,2,0,598,508,8970
3757,2,1,598,540,8970
3758,2,0,599,508,8985
3759,2,1,599,540,8985
3760,2,0,600,508,9000
3761,2,1,600,540,9000
3762,2,0,601,508,9015
3763,2,1,601,540,9015
3764,2,0,602,508,9030
3765,2,1,602,540,9030
3766,2,0,603,508,9045
3767,2,1,603,540,9045
3768,2,0,604,508,9060
3769,2,1,604,540,9060
3770,2,0,605,508,9075
3771,2,1,605,540,9075
3772,2,0,606,508,9090
3773,2,1,606,540,9090
3774,2,0,607,508,9105
3775,2,1,607,540,9105
3776,2,0,608,508,9120
3777,2,1,608,540,9120
3778,2,0,609,508,9135
3779,2,1,609,540,9135
3780,2,0,610,508,9150
3781,2,1,610,540,9150
3782,2,0,611,508,9165
3783,2,1,611,540,9165
3784,2,0,612,508,9180
3785,2,1,612,540,9180
3786,2,0,613,508,9195
3787,2,1,613,540,9195
3788,2,0,614,508,9210
3789,2,1,614,540,9210
3790,2,0,615,508,9225
3791,2,1,615,540,9225
3792,2,0,616,508,9240
3793,2,1,616,540,9240
3794,2,0,617,508,9255
3795,2,1,617,540,9255
3796,2,0,618,508,9270
3797,2,1,618,540,9270
3798,2,0,619,508,9285
3799,2,1,619,540,9285
3800,2,0,620,508,9300
3801,2,1,620,540,9300
3802,2,0,621,508,9315
3803,2,1,621,540,9315
3804,2,0,622,508,9330
3805,2,1,622,540,9330
3806,2,0,623,508,9345
3807,2,1,623,540,9345
3808,2,0,624,508,9360
3809,2,1,624,540,9360
3810,2,0,625,508,9375
3811,2,1,625,540,9375
3812,2,0,626,508,9390
3813,2,1,626,540,9390
3814,2,0,627,508,9405
3815,2,1,627,540,9405
3816,2,0,628,508,9420
3817,2,1,628,540,9420
3818,2,0,629,508,9435
3819,2,1,629,540,9435
3820,2,0,630,508,9450
3821,2,1,630,540,9450
3822,2,0,631,508,9465
3823,2,1,631,540,9465
3824,2,0,632,508,9480
3825,2,1,632,540,9480
3826,2,0,633,508,9495
3827,2,1,633,540,9495
3828,2,0,634,508,9510
3829,2,1,634,540,9510
3830,2,0,635,508,9525
3831,2,1,635,540,9525
3832,2,0,636,508,9540
3833,2,1,636,540,9540
3834,2,0,637,508,9555
3835,2,1,637,540,9555
3836,2,0,638,508,9570
3837,2,1,638,540,9570
3838,2,0,639,508,9585
3839,2,1,639,540,9585
3840,3,0,0,758,0
3841,3,1,0,790,0
3842,3,0,1,758,15
3843,3,1,1,790,15
3844,3,0,2,758,30
3845,3,1,2,790,30
3846,3,0,3,758,45
3847,3,1,3,790,45
3848,3,0,4,758,60
3849,3,1,4,790,60
3850,3,0,5,758,75
3851,3,1,5,790,75
3852,3,0,6,758,90
3853,3,1,6,790,90
3854,3,0,7,758,105
3855,3,1,7,790,105
3856,3,0,8,758,120
3857,3,1,8,790,120
3858,3,0,9,758,135
3859,3,1,9,790,135
3860,3,0,10,758,150
3861,3,1,10,790,150
3862,3,0,11,758,165
3863,3,1,11,790,165
3864,3,0,12,758,180
3865,3,1,12,790,180
3866,3,0,13,758,195
3867,3,1,13,790,195
3868,3,0,14,758,210
3869,3,1,14,790,210
3870,3,0,15,758,225
3871,3,1,15,790,225
3872,3,0,16,758,240
3873,3,1,16,790,240
3874,3,0,17,758,255
3875,3,1,17,790,255
3876,3,0,18,758,270
3877,3,1,18,790,270
3878,3,0,19,758,285
3879,3,1,19,790,285
3880,3,0,20,758,300
3881,3,1,20,790,300
3882,3,0,21,758,315
3883,3,1,21,790,315
3884,3,0,22,758,330
3885,3,1,22,790,330
3886,3,0,23,758,345
3887,3,1,23,790,345
3888,3,0,24,758,360
3889,3,1,24,790,360
3890,3,0,25,758,375
3891,3,1,25,790,375
3892,3,0,26,758,390
3893,3,1,26,790,390
3894,3,0,27,758,405
3895,3,1,27,790,405
3896,3,0,28,758,420
3897,3,1,28,790,420
3898,3,0,29,758,435
3899,3,1,29,790,435
3900,3,0,30,758,450
3901,3,1,30,790,450
3902,3,0,31,758,465
3903,3,1,31,790,465
3904,3,0,32,758,480
3905,3,1,32,790,480
3906,3,0,33,758,495
3907,3,1,33,790,495
3908,3,0,34,758,510
3909,3,1,34,790,510
3910,3,0,35,758,525
3911,3,1,35,790,525
3912,3,0,36,758,540
3913,3,1,36,790,540
3914,3,0,37,758,555
3915,3,1,37,790,555
3916,3,0,38,758,570
3917,3,1,38,790,570
3918,3,0,39,758,585
3919,3,1,39,790,585
3920,3,0,40,758,600
3921,3,1,40,790,600
3922,3,0,41,758,615
3923,3,1,41,790,615
3924,3,0,42,758,630
3925,3,1,42,790,630
3926,3,0,43,758,645
3927,3,1,43,790,645
3928,3,0,44,758,660
3929,3,1,44,790,660
3930,3,0,45,758,675
3931,3,1,45,790,675
3932,3,0,46,758,690
3933,3,1,46,790,690
3934,3,0,47,758,705
3935,3,1,47,790,705
3936,3,0,48,758,720
3937,3,1,48,790,720
3938,3,0,49,758,735
3939,3,1,49,790,735
3940,3,0,50,758,750
3941,3,1,50,790,750
3942,3,0,51,758,765
3943,3,1,51,790,765
3944,3,0,52,758,780
3945,3,1,52,790,780
3946,3,0,53,758,795
3947,3,1,53,790,795
3948,3,0,54,758,810
3949,3,1,54,790,810
3950,3,0,55,758,825
3951,3,1,55,790,825
3952,3,0,56,758,840
3953,3,1,56,790,840
3954,3,0,57,758,855
3955,3,1,57,790,855
3956,3,0,58,758,870
3957,3,1,58,790,870
3958,3,0,59,758,885
3959,3,1,59,790,885
3960,3,0,60,758,900
3961,3,1,60,790,900
3962,3,0,61,758,915
3963,3,1,61,790,915
3964,3,0,62,758,930
3965,3,1,62,790,930
3966,3,0,63,758,945
3967,3,1,63,790,945
3968,3,0,64,758,960
3969,3,1,64,790,960
3970,3,0,65,758,975
3971,3,1,65,790,975
3972,3,0,66,758,990
3973,3,1,66,790,990
3974,3,0,67,758,1005
3975,3,1,67,790,1005
3976,3,0,68,758,1020
3977,3,1,68,790,1020
3978,3,0,69,758,1035
3979,3,1,69,790,1035
3980,3,0,70,758,1050
3981,3,1,70,790,1050
3982,3,0,71,758,1065
3983,3,1,71,790,1065
3984,3,0,72,758,1080
3985,3,1,72,790,1080
3986,3,0,73,758,1095
3987,3,1,73,790,1095
3988,3,0,74,758,1110
3989,3,1,74,790,1110
3990,3,0,75,758,1125
3991,3,1,75,790,1125
3992,3,0,76,758,1140
3993,3,1,76,790,1140
3994,3,0,77,758,1155
3995,3,1,77,790,1155
3996,3,0,78,758,1170
3997,3,1,78,790,1170
3998,3,0,79,758,1185
3999,3,1,79,790,1185
4000,3,0,80,758,1200
4001,3,1,80,790,1200
4002,3,0,81,758,1215
4003,3,1,81,790,1215
4004,3,0,82,758,1230
4005,3,1,82,790,1230
4006,3,0,83,758,1245
4007,3,1,83,790,1245
4008,3,0,84,758,1260
4009,3,1,84,790,1260
4010,3,0,85,758,1275
4011,3,1,85,790,1275
4012,3,0,86,758,1290
4013,3,1,86,790,1290
4014,3,0,87,758,1305
4015,3,1,87,790,1305
4016,3,0,88,758,1320
4017,3,1,88,790,1320
4018,3,0,89,758,1335
4019,3,1,89,790,1335
4020,3,0,90,758,1350
4021,3,1,90,790,1350
4022,3,0,91,758,1365
4023,3,1,91,790,1365
4024,3,0,92,758,1380
4025,3,1,92,790,1380
4026,3,0,93,758,1395
4027,3,1,93,790,1395
4028,3,0,94,758,1410
4029,3,1,94,790,1410
4030,3,0,95,758,1425
4031,3,1,95,790,1425
4032,3,0,96,758,1440
4033,3,1,96,790,1440
4034,3,0,97,758,1455
4035,3,1,97,790,1455
4036,3,0,98,758,1470
4037,3,1,98,790,1470
4038,3,0,99,758,1485
4039,3,1,99,790,1485
4040,3,0,100,758,1500
4041,3,1,100,790,1500
4042,3,0,101,758,1515
4043,3,1,101,790,1515
4044,3,0,102,758,1530
4045,3,1,102,790,1530
4046,3,0,103,758,1545
4047,3,1,103,790,1545
4048,3,0,104,758,1560
4049,3,1,104,790,1560
4050,3,0,105,758,1575
4051,3,1,105,790,1575
4052,3,0,106,758,1590
4053,3,1,106,790,1590
4054,3,0,107,758,1605
4055,3,1,107,790,1605
4056,3,0,108,758,1620
4057,3,1,108,790,1620
4058,3,0,109,758,1635
4059,3,1,109,790,1635
4060,3,0,110,758,1650
4061,3,1,110,790,1650
4062,3,0,111,758,1665
4063,3,1,111,790,1665
4064,3,0,112,758,1680
4065,3,1,112,790,1680
4066,3,0,113,758,1695
4067,3,1,113,790,1695
4068,3,0,114,758,1710
4069,3,1,114,790,1710
4070,3,0,115,758,1725
4071,3,1,115,790,1725
4072,3,0,116,758,1740
4073,3,1,116,790,1740
4074,3,0,117,758,1755
4075,3,1,117,790,1755
4076,3,0,118,758,1770
4077,3,1,118,790,1770
4078,3,0,119,758,1785
4079,3,1,119,790,1785
4080,3,0,120,758,1800
4081,3,1,120,790,1800
4082,3,0,121,758,1815
4083,3,1,121,790,1815
4084,3,0,122,758,1830
4085,3,1,122,790,1830
4086,3,0,123,758,1845
4087,3,1,123,790,1845
4088,3,0,124,758,1860
4089,3,1,124,790,1860
4090,3,0,125,758,1875
4091,3,1,125,790,1875
4092,3,0,126,758,1890
4093,3,1,126,790,1890
